Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2023,Sí,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,29.8,847967,2830,252694
Malestar emocional,2023,No,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,70.2,1358445,1072,953628
Malestar emocional,2024,Sí,75 i més,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,30.2,668346,2455,201840
Malestar emocional,2024,No,75 i més,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,69.8,1234374,5279,861593
Malestar emocional,2026,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,29.7,1221378,1876,362749
Malestar emocional,2026,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,70.3,591734,1476,415989
Malestar emocional,2024,Sí,45 - 64,Home,Classe II,Estudis universitaris,Girona,29.2,868712,3775,253664
Malestar emocional,2024,No,45 - 64,Home,Classe II,Estudis universitaris,Girona,70.8,872148,3892,617481
Malestar emocional,2025,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Girona,30.7,139778,645,42912
Malestar emocional,2025,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Girona,69.3,826805,2763,572976
Malestar emocional,2023,Sí,75 i més,Dona,Classe I,Estudis secundaris,Alt Pirineu i Aran,15.2,1309439,4071,199035
Malestar emocional,2023,No,75 i més,Dona,Classe I,Estudis secundaris,Alt Pirineu i Aran,84.8,978586,2193,829841
Malestar emocional,2027,Sí,75 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,34.8,757488,412,263606
Malestar emocional,2027,No,75 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,65.2,1119770,948,730090
Malestar emocional,2027,Sí,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,31.6,241621,437,76352
Malestar emocional,2027,No,15 - 44,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,68.4,919918,665,629224
Malestar emocional,2023,Sí,75 i més,Home,Classe III,Estudis universitaris,Cat. Central,29.5,516900,2012,152486
Malestar emocional,2023,No,75 i més,Home,Classe III,Estudis universitaris,Cat. Central,70.5,1226104,4470,864403
Malestar emocional,2023,Sí,75 i més,Dona,Classe III,Estudis universitaris,Girona,30.7,1189134,1154,365064
Malestar emocional,2023,No,75 i més,Dona,Classe III,Estudis universitaris,Girona,69.3,818004,3728,566877
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,20.5,753832,476,154536
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,79.5,955901,3380,759941
Malestar emocional,2026,Sí,75 i més,Home,Classe II,Estudis universitaris,Cat. Central,33.3,1312293,4825,436994
Malestar emocional,2026,No,75 i més,Home,Classe II,Estudis universitaris,Cat. Central,66.7,900178,3180,600419
Malestar emocional,2026,Sí,65 i més,Dona,Classe II,Estudis universitaris,Girona,30.1,136867,342,41197
Malestar emocional,2026,No,65 i més,Dona,Classe II,Estudis universitaris,Girona,69.9,1337772,2493,935103
Malestar emocional,2023,Sí,15 i més,Home,Classe I,Estudis secundaris,Barcelona Ciutat,20.7,1107466,1528,229245
Malestar emocional,2023,No,15 i més,Home,Classe I,Estudis secundaris,Barcelona Ciutat,79.3,694138,1449,550451
Malestar emocional,2024,Sí,45 - 64,Home,Classe I,Estudis secundaris,Girona,27.3,467498,2278,127627
Malestar emocional,2024,No,45 - 64,Home,Classe I,Estudis secundaris,Girona,72.7,579674,2286,421423
Malestar emocional,2024,Sí,65 - 74,Home,Classe III,Estudis universitaris,Lleida,32.7,307545,1034,100567
Malestar emocional,2024,No,65 - 74,Home,Classe III,Estudis universitaris,Lleida,67.3,888927,2215,598248
Malestar emocional,2025,Sí,75 i més,Dona,Classe II,Estudis universitaris,Cat. Central,21.9,1452394,756,318074
Malestar emocional,2025,No,75 i més,Dona,Classe II,Estudis universitaris,Cat. Central,78.1,1260872,923,984741
Malestar emocional,2025,Sí,15 i més,Home,Classe III,Estudis universitaris,Girona,29.7,820793,1047,243776
Malestar emocional,2025,No,15 i més,Home,Classe III,Estudis universitaris,Girona,70.3,301777,368,212149
Malestar emocional,2023,Sí,15 - 44,Home,Classe III,Estudis universitaris,Barcelona Ciutat,18.7,361859,994,67668
Malestar emocional,2023,No,15 - 44,Home,Classe III,Estudis universitaris,Barcelona Ciutat,81.3,1269272,1390,1031918
Malestar emocional,2027,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,30.4,448678,372,136398
Malestar emocional,2027,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,69.6,291467,417,202861
Malestar emocional,2025,Sí,75 i més,Home,Classe I,Estudis primaris i sense estudis,Girona,28.3,944831,3967,267387
Malestar emocional,2025,No,75 i més,Home,Classe I,Estudis primaris i sense estudis,Girona,71.7,604779,1376,433627
Malestar emocional,2024,Sí,0 - 14,Dona,Classe I,Estudis secundaris,Cat. Central,23.9,253843,412,60668
Malestar emocional,2024,No,0 - 14,Dona,Classe I,Estudis secundaris,Cat. Central,76.1,918101,3811,698675
Malestar emocional,2024,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,33.8,139777,676,47245
Malestar emocional,2024,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,66.2,493794,1495,326892
Malestar emocional,2023,Sí,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,16.7,1017110,2538,169857
Malestar emocional,2023,No,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,83.3,864503,3434,720131
Malestar emocional,2025,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,24.8,989025,2896,245278
Malestar emocional,2025,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,75.2,682980,1515,513601
Malestar emocional,2027,Sí,65 - 74,Home,Classe III,Estudis secundaris,Cat. Central,17.6,1493265,2567,262815
Malestar emocional,2027,No,65 - 74,Home,Classe III,Estudis secundaris,Cat. Central,82.4,405147,922,333841
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,15.9,519935,1884,82670
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,84.1,428200,494,360116
Malestar emocional,2027,Sí,65 - 74,Home,Classe III,Estudis secundaris,Girona,31.7,266685,689,84539
Malestar emocional,2027,No,65 - 74,Home,Classe III,Estudis secundaris,Girona,68.3,1318098,3908,900261
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,33.6,1392869,1047,468004
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,66.4,873118,1073,579750
Malestar emocional,2024,Sí,65 i més,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,32.8,1022870,3022,335501
Malestar emocional,2024,No,65 i més,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,67.2,1228978,2941,825873
Malestar emocional,2023,Sí,15 i més,Home,Classe II,Estudis universitaris,Lleida,33.0,175414,166,57887
Malestar emocional,2023,No,15 i més,Home,Classe II,Estudis universitaris,Lleida,67.0,1383060,3119,926650
Malestar emocional,2024,Sí,65 - 74,Home,Classe III,Estudis secundaris,Àrea Metropolitana Sud,31.7,531377,1929,168447
Malestar emocional,2024,No,65 - 74,Home,Classe III,Estudis secundaris,Àrea Metropolitana Sud,68.3,850495,3157,580888
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis universitaris,Camp de Tarragona,15.3,449857,328,68828
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis universitaris,Camp de Tarragona,84.7,1487287,2195,1259732
Malestar emocional,2025,Sí,75 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Nord,28.6,1094054,689,312899
Malestar emocional,2025,No,75 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Nord,71.4,1192630,1534,851538
Malestar emocional,2023,Sí,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,22.8,478257,1165,109043
Malestar emocional,2023,No,0 - 14,Dona,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,77.2,1482149,979,1144219
Malestar emocional,2024,Sí,65 - 74,Dona,Classe II,Estudis secundaris,Lleida,15.5,121915,383,18897
Malestar emocional,2024,No,65 - 74,Dona,Classe II,Estudis secundaris,Lleida,84.5,1077310,2791,910327
Malestar emocional,2024,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,25.4,510884,1585,129765
Malestar emocional,2024,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,74.6,349954,911,261066
Malestar emocional,2027,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Girona,16.1,440997,1821,71001
Malestar emocional,2027,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Girona,83.9,846854,2809,710511
Malestar emocional,2025,Sí,15 i més,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,30.3,1131513,2810,342848
Malestar emocional,2025,No,15 i més,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,69.7,970108,1991,676165
Malestar emocional,2026,Sí,75 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,31.5,1498012,4793,471874
Malestar emocional,2026,No,75 i més,Home,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,68.5,401804,1691,275236
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,20.3,561563,2480,113997
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,79.7,1197198,4122,954167
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Camp de Tarragona,24.5,502516,1593,123116
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis universitaris,Camp de Tarragona,75.5,252428,152,190583
Malestar emocional,2026,Sí,45 - 64,Home,Classe III,Estudis secundaris,Barcelona Ciutat,27.4,188977,192,51780
Malestar emocional,2026,No,45 - 64,Home,Classe III,Estudis secundaris,Barcelona Ciutat,72.6,1365886,4431,991633
Malestar emocional,2024,Sí,65 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Sud,32.0,702327,2808,224745
Malestar emocional,2024,No,65 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Sud,68.0,1367495,6673,929897
Malestar emocional,2026,Sí,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,27.0,956273,2110,258194
Malestar emocional,2026,No,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,73.0,509217,1595,371728
Malestar emocional,2027,Sí,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,32.6,1234033,5300,402295
Malestar emocional,2027,No,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Camp de Tarragona,67.4,610449,1457,411443
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis secundaris,Terres de l’Ebre,15.7,604356,2435,94884
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis secundaris,Terres de l’Ebre,84.3,278791,732,235021
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis secundaris,Cat. Central,31.1,1075805,2769,334575
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis secundaris,Cat. Central,68.9,1231693,2006,848636
Malestar emocional,2024,Sí,15 i més,Home,Classe III,Estudis secundaris,Girona,20.9,660732,3120,138093
Malestar emocional,2024,No,15 i més,Home,Classe III,Estudis secundaris,Girona,79.1,309994,818,245205
Malestar emocional,2023,Sí,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,30.2,206184,787,62268
Malestar emocional,2023,No,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Girona,69.8,352582,369,246102
Malestar emocional,2025,Sí,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,19.3,196770,431,37977
Malestar emocional,2025,No,0 - 14,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,80.7,895477,3289,722650
Malestar emocional,2026,Sí,15 - 44,Home,Classe III,Estudis secundaris,Cat. Central,18.4,1370734,3678,252215
Malestar emocional,2026,No,15 - 44,Home,Classe III,Estudis secundaris,Cat. Central,81.6,147881,701,120671
Malestar emocional,2025,Sí,75 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,32.0,992196,695,317503
Malestar emocional,2025,No,75 i més,Home,Classe I,Estudis secundaris,Terres de l’Ebre,68.0,541736,1915,368380
Malestar emocional,2025,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Girona,31.5,857965,2127,270259
Malestar emocional,2025,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Girona,68.5,1362475,3677,933295
Malestar emocional,2025,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,21.6,696994,2258,150551
Malestar emocional,2025,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,78.4,1079730,2731,846508
Malestar emocional,2026,Sí,15 - 44,Dona,Classe I,Estudis universitaris,Cat. Central,34.3,749692,1395,257144
Malestar emocional,2026,No,15 - 44,Dona,Classe I,Estudis universitaris,Cat. Central,65.7,624991,2336,410619
Malestar emocional,2027,Sí,15 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Nord,33.6,915497,2319,307607
Malestar emocional,2027,No,15 i més,Dona,Classe II,Estudis universitaris,Àrea Metropolitana Nord,66.4,614849,2131,408260
Malestar emocional,2027,Sí,65 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Nord,21.1,1422399,6006,300126
Malestar emocional,2027,No,65 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Nord,78.9,1032958,837,815004
Malestar emocional,2023,Sí,65 i més,Dona,Classe I,Estudis secundaris,Cat. Central,18.6,488698,1512,90898
Malestar emocional,2023,No,65 i més,Dona,Classe I,Estudis secundaris,Cat. Central,81.4,1185091,727,964664
Malestar emocional,2027,Sí,75 i més,Home,Classe I,Estudis secundaris,Àrea Metropolitana Sud,24.7,1053574,4548,260233
Malestar emocional,2027,No,75 i més,Home,Classe I,Estudis secundaris,Àrea Metropolitana Sud,75.3,103673,255,78066
Malestar emocional,2027,Sí,65 - 74,Dona,Classe II,Estudis universitaris,Cat. Central,33.6,484860,1166,162913
Malestar emocional,2027,No,65 - 74,Dona,Classe II,Estudis universitaris,Cat. Central,66.4,677935,1314,450149
Malestar emocional,2026,Sí,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,17.8,1056091,3970,187984
Malestar emocional,2026,No,65 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,82.2,1444002,6584,1186970
Malestar emocional,2027,Sí,65 i més,Dona,Classe III,Estudis secundaris,Barcelona Ciutat,16.4,259157,1231,42502
Malestar emocional,2027,No,65 i més,Dona,Classe III,Estudis secundaris,Barcelona Ciutat,83.6,794417,1629,664133
Malestar emocional,2026,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,33.9,174053,533,59004
Malestar emocional,2026,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Cat. Central,66.1,1126848,4358,744847
Malestar emocional,2027,Sí,15 - 44,Dona,Classe II,Estudis universitaris,Camp de Tarragona,32.1,1329774,3752,426857
Malestar emocional,2027,No,15 - 44,Dona,Classe II,Estudis universitaris,Camp de Tarragona,67.9,497368,938,337713
Malestar emocional,2024,Sí,0 - 14,Home,Classe III,Estudis secundaris,Camp de Tarragona,26.2,487921,538,127835
Malestar emocional,2024,No,0 - 14,Home,Classe III,Estudis secundaris,Camp de Tarragona,73.8,1082490,1459,798878
Malestar emocional,2026,Sí,45 - 64,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,30.1,142910,282,43016
Malestar emocional,2026,No,45 - 64,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,69.9,130795,297,91426
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,27.6,225288,1100,62179
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis primaris i sense estudis,Cat. Central,72.4,792096,1938,573478
Malestar emocional,2026,Sí,75 i més,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,34.4,230431,429,79268
Malestar emocional,2026,No,75 i més,Home,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,65.6,1158501,5407,759977
Malestar emocional,2027,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,31.5,1327496,5708,418161
Malestar emocional,2027,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,68.5,132548,556,90795
Malestar emocional,2027,Sí,65 i més,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,19.0,117402,225,22306
Malestar emocional,2027,No,65 i més,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Sud,81.0,1354060,5911,1096789
Malestar emocional,2023,Sí,75 i més,Home,Classe III,Estudis secundaris,Lleida,29.0,182399,732,52896
Malestar emocional,2023,No,75 i més,Home,Classe III,Estudis secundaris,Lleida,71.0,491356,1034,348863
Malestar emocional,2025,Sí,15 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,26.2,150056,76,39315
Malestar emocional,2025,No,15 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,73.8,239157,763,176498
Malestar emocional,2024,Sí,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,25.7,499477,366,128366
Malestar emocional,2024,No,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,74.3,1397725,3374,1038510
Malestar emocional,2027,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Lleida,25.6,694477,1998,177786
Malestar emocional,2027,No,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Lleida,74.4,520489,1829,387244
Malestar emocional,2025,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Barcelona Ciutat,22.9,410383,342,93978
Malestar emocional,2025,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Barcelona Ciutat,77.1,697665,623,537900
Malestar emocional,2024,Sí,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,34.9,396349,1593,138326
Malestar emocional,2024,No,65 - 74,Dona,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,65.1,175262,245,114096
Malestar emocional,2024,Sí,75 i més,Home,Classe III,Estudis primaris i sense estudis,Lleida,18.1,709177,918,128361
Malestar emocional,2024,No,75 i més,Home,Classe III,Estudis primaris i sense estudis,Lleida,81.9,1210746,2603,991601
Malestar emocional,2026,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Camp de Tarragona,24.2,640460,1713,154991
Malestar emocional,2026,No,15 - 44,Dona,Classe III,Estudis secundaris,Camp de Tarragona,75.8,1259067,5243,954373
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,20.3,913940,1695,185530
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,79.7,1432169,4945,1141439
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,25.1,509888,1212,127982
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Lleida,74.9,480495,768,359891
Malestar emocional,2025,Sí,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Girona,19.9,864139,1570,171964
Malestar emocional,2025,No,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Girona,80.1,103288,91,82734
Malestar emocional,2024,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,17.3,913972,668,158117
Malestar emocional,2024,No,15 - 44,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,82.7,734484,2383,607418
Malestar emocional,2023,Sí,75 i més,Dona,Classe I,Estudis universitaris,Girona,26.0,1383575,4885,359730
Malestar emocional,2023,No,75 i més,Dona,Classe I,Estudis universitaris,Girona,74.0,1457676,1386,1078680
Malestar emocional,2027,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,34.0,617659,3051,210004
Malestar emocional,2027,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,66.0,450214,228,297141
Malestar emocional,2023,Sí,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Barcelona Ciutat,34.4,1339210,6577,460688
Malestar emocional,2023,No,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Barcelona Ciutat,65.6,555503,1527,364410
Malestar emocional,2027,Sí,65 i més,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,26.6,621883,1515,165421
Malestar emocional,2027,No,65 i més,Dona,Classe III,Estudis secundaris,Terres de l’Ebre,73.4,380311,627,279148
Malestar emocional,2023,Sí,65 i més,Dona,Classe III,Estudis secundaris,Girona,20.9,493217,1955,103082
Malestar emocional,2023,No,65 i més,Dona,Classe III,Estudis secundaris,Girona,79.1,357441,1294,282736
Malestar emocional,2025,Sí,0 - 14,Dona,Classe II,Estudis universitaris,Cat. Central,33.5,905970,1946,303500
Malestar emocional,2025,No,0 - 14,Dona,Classe II,Estudis universitaris,Cat. Central,66.5,893971,3970,594491
Malestar emocional,2024,Sí,45 - 64,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,27.3,337060,441,92017
Malestar emocional,2024,No,45 - 64,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,72.7,1372588,5741,997871
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,27.2,886709,4306,241185
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis primaris i sense estudis,Alt Pirineu i Aran,72.8,1447169,4874,1053539
Malestar emocional,2026,Sí,65 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,17.8,1143087,4318,203469
Malestar emocional,2026,No,65 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,82.2,274152,606,225353
Malestar emocional,2025,Sí,45 - 64,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,29.4,433948,449,127581
Malestar emocional,2025,No,45 - 64,Home,Classe I,Estudis secundaris,Alt Pirineu i Aran,70.6,121016,292,85437
Malestar emocional,2026,Sí,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Girona,33.0,303079,510,100016
Malestar emocional,2026,No,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Girona,67.0,794454,3245,532284
Malestar emocional,2023,Sí,65 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,31.3,1384957,1678,433492
Malestar emocional,2023,No,65 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,68.7,383698,1434,263601
Malestar emocional,2023,Sí,75 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,20.6,713931,3508,147070
Malestar emocional,2023,No,75 i més,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Nord,79.4,591675,515,469790
Malestar emocional,2025,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Camp de Tarragona,32.0,1323038,4598,423372
Malestar emocional,2025,No,45 - 64,Dona,Classe III,Estudis universitaris,Camp de Tarragona,68.0,687759,2929,467676
Malestar emocional,2027,Sí,15 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,15.6,320942,1050,50067
Malestar emocional,2027,No,15 i més,Home,Classe I,Estudis universitaris,Àrea Metropolitana Nord,84.4,390574,754,329644
Malestar emocional,2023,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Girona,23.0,786380,3891,180867
Malestar emocional,2023,No,45 - 64,Dona,Classe III,Estudis secundaris,Girona,77.0,1308900,1230,1007853
Malestar emocional,2024,Sí,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Lleida,18.2,1266399,984,230485
Malestar emocional,2024,No,65 - 74,Home,Classe III,Estudis primaris i sense estudis,Lleida,81.8,1324947,5959,1083807
Malestar emocional,2024,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Cat. Central,27.5,1070224,1962,294312
Malestar emocional,2024,No,0 - 14,Dona,Classe I,Estudis universitaris,Cat. Central,72.5,741007,509,537230
Malestar emocional,2023,Sí,65 - 74,Home,Classe I,Estudis secundaris,Lleida,29.6,422079,692,124935
Malestar emocional,2023,No,65 - 74,Home,Classe I,Estudis secundaris,Lleida,70.4,133164,146,93747
Malestar emocional,2027,Sí,15 i més,Dona,Classe I,Estudis universitaris,Girona,16.9,1049527,1561,177370
Malestar emocional,2027,No,15 i més,Dona,Classe I,Estudis universitaris,Girona,83.1,1140091,5049,947416
Malestar emocional,2025,Sí,15 - 44,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,26.9,1476875,2688,397279
Malestar emocional,2025,No,15 - 44,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,73.1,125546,385,91774
Malestar emocional,2024,Sí,15 - 44,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,21.5,214257,443,46065
Malestar emocional,2024,No,15 - 44,Home,Classe I,Estudis secundaris,Àrea Metropolitana Nord,78.5,435208,2034,341638
Malestar emocional,2026,Sí,75 i més,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,22.9,785248,1424,179822
Malestar emocional,2026,No,75 i més,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,77.1,137149,449,105742
Malestar emocional,2026,Sí,0 - 14,Dona,Classe I,Estudis secundaris,Lleida,17.9,1161850,5418,207971
Malestar emocional,2026,No,0 - 14,Dona,Classe I,Estudis secundaris,Lleida,82.1,140517,367,115364
Malestar emocional,2024,Sí,45 - 64,Dona,Classe III,Estudis universitaris,Girona,27.6,524753,986,144832
Malestar emocional,2024,No,45 - 64,Dona,Classe III,Estudis universitaris,Girona,72.4,904245,3229,654673
Malestar emocional,2023,Sí,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Lleida,29.3,842589,2073,246879
Malestar emocional,2023,No,65 - 74,Dona,Classe I,Estudis primaris i sense estudis,Lleida,70.7,926588,2441,655098
Malestar emocional,2026,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,18.7,1203286,1333,225014
Malestar emocional,2026,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Barcelona Ciutat,81.3,869115,2627,706590
Malestar emocional,2026,Sí,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,33.6,1077249,3240,361956
Malestar emocional,2026,No,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,66.4,955921,4662,634732
Malestar emocional,2023,Sí,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Lleida,24.7,210406,870,51970
Malestar emocional,2023,No,45 - 64,Dona,Classe III,Estudis primaris i sense estudis,Lleida,75.3,725408,2076,546232
Malestar emocional,2026,Sí,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,16.5,576184,1766,95070
Malestar emocional,2026,No,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Cat. Central,83.5,119777,246,100014
Malestar emocional,2024,Sí,15 - 44,Home,Classe III,Estudis universitaris,Girona,32.1,535162,1503,171787
